relpath,hash,class,run,cache_file,x0,y0,x1,y1,roi_confident
Fail\Loose\251003_135630_A35W_1-1 [1024].bmp,f062bded486431da1e4b34ddc7b20961,Loose,251003_135630,f062bded486431da1e4b34ddc7b20961_v1_fefa1c62.png,169,665,2340,1326,True
Fail\Loose\251003_135630_A35W_11-2 [16384].bmp,707c481b299aab58a316a4770cfbdeef,Loose,251003_135630,707c481b299aab58a316a4770cfbdeef_v1_fefa1c62.png,260,677,2061,1322,True
Fail\Loose\251003_135630_A35W_14-1 [1024].bmp,925f1bb87f735e3ea9b7f67cafb7a6f4,Loose,251003_135630,925f1bb87f735e3ea9b7f67cafb7a6f4_v1_fefa1c62.png,197,688,2388,1361,True
Fail\Loose\251003_135630_A35W_17-1 [1024].bmp,1cf6ca727b088d7333daca3de4549af6,Loose,251003_135630,1cf6ca727b088d7333daca3de4549af6_v1_fefa1c62.png,192,687,2321,1368,True
Fail\Loose\251003_135630_A35W_18-1 [1024].bmp,a1e3d24b4d9f21cde4c561e5cc85e449,Loose,251003_135630,a1e3d24b4d9f21cde4c561e5cc85e449_v1_fefa1c62.png,214,685,2242,1335,True
Fail\Loose\251003_135630_A35W_20-1 [1024].bmp,b42606e4c629586bb81c6f9f8c5434d6,Loose,251003_135630,b42606e4c629586bb81c6f9f8c5434d6_v1_fefa1c62.png,185,684,2448,1360,True
Fail\Loose\251003_135630_A35W_21-1 [1024].bmp,b830b0ca7d11fff17c83db428e50f58d,Loose,251003_135630,b830b0ca7d11fff17c83db428e50f58d_v1_fefa1c62.png,185,684,2392,1355,True
Fail\Loose\251003_135630_A35W_22-1 [1024].bmp,d722611e1fd51c781a4f4160d8253022,Loose,251003_135630,d722611e1fd51c781a4f4160d8253022_v1_fefa1c62.png,219,691,2214,1341,True
Fail\Loose\251003_135630_A35W_23-1 [1024].bmp,bc858b929a9d4f3bde8caf9613ab0e66,Loose,251003_135630,bc858b929a9d4f3bde8caf9613ab0e66_v1_fefa1c62.png,207,683,2276,1344,True
Fail\Loose\251003_135630_A35W_3-2 [16384].bmp,65b0032a1409e623dcad473255874b12,Loose,251003_135630,65b0032a1409e623dcad473255874b12_v1_fefa1c62.png,261,677,1962,1306,True
Fail\Loose\251003_135630_A35W_4-2 [16384].bmp,0fa826db5f711d80ad16a3a9aca171b5,Loose,251003_135630,0fa826db5f711d80ad16a3a9aca171b5_v1_fefa1c62.png,271,677,1972,1304,True
Fail\Loose\251003_135630_A35W_5-1 [1024].bmp,b852b8ddca68e935c6523e4de1e965d3,Loose,251003_135630,b852b8ddca68e935c6523e4de1e965d3_v1_fefa1c62.png,193,673,2310,1323,True
Fail\Loose\251003_135630_A35W_7-3 [16].bmp,c30038ed72d7cbdcf6213460df55caca,Loose,251003_135630,c30038ed72d7cbdcf6213460df55caca_v1_fefa1c62.png,283,572,1970,1211,True
Fail\Loose\251010_085148_A35W_2-1 [1024].bmp,619581ca313848502f65208a942b4a43,Loose,251010_085148,619581ca313848502f65208a942b4a43_v1_fefa1c62.png,187,670,2306,1339,True
Fail\Loose\251010_085148_A35W_3-1 [1024].bmp,233bb0ff5ba5a72861c2dfd444d6aebe,Loose,251010_085148,233bb0ff5ba5a72861c2dfd444d6aebe_v1_fefa1c62.png,179,683,2278,1333,True
Fail\Loose\251010_085148_A35W_4-2 [16].bmp,b60d337c627868c158762c6eeec28332,Loose,251010_085148,b60d337c627868c158762c6eeec28332_v1_fefa1c62.png,257,678,1999,1313,True
Fail\Loose\251010_085148_A35W_5-2 [16].bmp,4c8eb2c052072d228139ecdc9c6c8000,Loose,251010_085148,4c8eb2c052072d228139ecdc9c6c8000_v1_fefa1c62.png,258,686,1974,1310,True
Fail\Loose\251010_085148_A35W_6-2 [16384].bmp,a7154bf93ec1386484c36e1f5feb59d0,Loose,251010_085148,a7154bf93ec1386484c36e1f5feb59d0_v1_fefa1c62.png,259,684,1980,1308,True
Fail\Loose\251010_085534_A35W_1-3 [16].bmp,321774b03def1dd995cdcd245d785e8c,Loose,251010_085534,321774b03def1dd995cdcd245d785e8c_v1_fefa1c62.png,288,580,1949,1219,True
Fail\Loose\251010_085534_A35W_2-3 [16].bmp,82d7113c96543078456964aaa4753861,Loose,251010_085534,82d7113c96543078456964aaa4753861_v1_fefa1c62.png,271,584,1992,1237,True
Fail\Loose\251010_085534_A35W_3-3 [16].bmp,795fee198ae11de3303d10bfe85a09e3,Loose,251010_085534,795fee198ae11de3303d10bfe85a09e3_v1_fefa1c62.png,254,583,2141,1214,True
Fail\Loose\251014_141452_A35W_10-3 [262144].bmp,a6fa7a39b63c4557e72345ef99d10ef0,Loose,251014_141452,a6fa7a39b63c4557e72345ef99d10ef0_v1_fefa1c62.png,266,568,1975,1203,True
Fail\Loose\251014_141452_A35W_11-1 [16].bmp,1eff4191e6c772888fc45359d12bb6d1,Loose,251014_141452,1eff4191e6c772888fc45359d12bb6d1_v1_fefa1c62.png,157,680,2326,1337,True
Fail\Loose\251014_141452_A35W_12-3 [262144].bmp,14b8dd1e4ed4e644c28c950f138cb731,Loose,251014_141452,14b8dd1e4ed4e644c28c950f138cb731_v1_fefa1c62.png,208,568,1976,1205,True
Fail\Loose\251014_141452_A35W_14-1 [16].bmp,be5a39588c51889b271ad13479729ec4,Loose,251014_141452,be5a39588c51889b271ad13479729ec4_v1_fefa1c62.png,199,677,2198,1327,True
Fail\Loose\251014_141452_A35W_15-3 [262144].bmp,dd7f62f30884035c02519fc901ca1420,Loose,251014_141452,dd7f62f30884035c02519fc901ca1420_v1_fefa1c62.png,301,596,2006,1215,True
Fail\Loose\251014_141452_A35W_16-1 [16].bmp,8c34cbba3dc954df6a1670070aef3bc9,Loose,251014_141452,8c34cbba3dc954df6a1670070aef3bc9_v1_fefa1c62.png,194,690,2199,1327,True
Fail\Loose\251014_141452_A35W_18-1 [16].bmp,9889c2b6b4979417f09e8e4866f4fbb5,Loose,251014_141452,9889c2b6b4979417f09e8e4866f4fbb5_v1_fefa1c62.png,182,683,2189,1326,True
Fail\Loose\251014_141452_A35W_19-2 [16].bmp,af7d72c4dd1b9bc8a549077a3a402fcc,Loose,251014_141452,af7d72c4dd1b9bc8a549077a3a402fcc_v1_fefa1c62.png,286,690,1965,1311,True
Fail\Loose\251014_141452_A35W_21-3 [262144].bmp,db86c522d92da84c4f57adbd705bb9e2,Loose,251014_141452,db86c522d92da84c4f57adbd705bb9e2_v1_fefa1c62.png,301,596,1968,1233,True
Fail\Loose\251014_141452_A35W_24-1 [16].bmp,78ebb06f1f52d793353fc421517efd8d,Loose,251014_141452,78ebb06f1f52d793353fc421517efd8d_v1_fefa1c62.png,150,684,2448,1360,True
Fail\Loose\251014_141452_A35W_25-3 [262144].bmp,76c3c4c8114647c586333bd95ae1f5e5,Loose,251014_141452,76c3c4c8114647c586333bd95ae1f5e5_v1_fefa1c62.png,306,607,1963,1216,True
Fail\Loose\251014_141452_A35W_26-1 [16].bmp,397b167f4cef904f2b78e0d0aa1a5c95,Loose,251014_141452,397b167f4cef904f2b78e0d0aa1a5c95_v1_fefa1c62.png,200,681,2221,1324,True
Fail\Loose\251014_141452_A35W_27-1 [16].bmp,4d68ae1c2707bb8da595405f216d6ebf,Loose,251014_141452,4d68ae1c2707bb8da595405f216d6ebf_v1_fefa1c62.png,205,707,2200,1354,True
Fail\Loose\251014_141452_A35W_28-3 [262144].bmp,be625547aa028a3e2c6bf57a0b6f107e,Loose,251014_141452,be625547aa028a3e2c6bf57a0b6f107e_v1_fefa1c62.png,284,594,1993,1229,True
Fail\Loose\251014_141452_A35W_4-3 [262144].bmp,7ddad79723146e000c6c639b119154ad,Loose,251014_141452,7ddad79723146e000c6c639b119154ad_v1_fefa1c62.png,272,580,1969,1204,True
Fail\Loose\251014_141452_A35W_5-3 [262144].bmp,fb5b4691fce8b07e85923578ceb06b88,Loose,251014_141452,fb5b4691fce8b07e85923578ceb06b88_v1_fefa1c62.png,281,580,1950,1199,True
Fail\Loose\251014_141452_A35W_6-3 [262144].bmp,7bf953fc098f1566efe863c953158f15,Loose,251014_141452,7bf953fc098f1566efe863c953158f15_v1_fefa1c62.png,291,589,1962,1202,True
Fail\Loose\251014_141452_A35W_7-1 [1024].bmp,4dad6ec4ffc0b663a5ba47be75a1f1ac,Loose,251014_141452,4dad6ec4ffc0b663a5ba47be75a1f1ac_v1_fefa1c62.png,162,660,2309,1315,True
Fail\Loose\251014_141452_A35W_8-2 [16].bmp,95ef6b8b3835242dcd720585859b4ebb,Loose,251014_141452,95ef6b8b3835242dcd720585859b4ebb_v1_fefa1c62.png,288,683,1965,1314,True
Fail\Loose\251014_141452_A35W_9-1 [16].bmp,2881ff692ce52ad8af0c005a948f4a7b,Loose,251014_141452,2881ff692ce52ad8af0c005a948f4a7b_v1_fefa1c62.png,158,662,2305,1333,True
Fail\Loose\251016_140741_A35W_10-2 [16384].bmp,5b265617423ba748d568ec801da0733f,Loose,251016_140741,5b265617423ba748d568ec801da0733f_v1_fefa1c62.png,268,677,1963,1290,True
Fail\Loose\251016_140741_A35W_11-3 [262144].bmp,b8fedf8a68ad5bdcd99c06ad591a6a22,Loose,251016_140741,b8fedf8a68ad5bdcd99c06ad591a6a22_v1_fefa1c62.png,269,584,1992,1205,True
Fail\Loose\251016_140741_A35W_14-2 [16].bmp,03198f3c541392af343c1e315966a5f4,Loose,251016_140741,03198f3c541392af343c1e315966a5f4_v1_fefa1c62.png,253,690,2024,1311,True
Fail\Loose\251016_140741_A35W_15-2 [16].bmp,7228b17a41e1627f9b3501d8d91838fc,Loose,251016_140741,7228b17a41e1627f9b3501d8d91838fc_v1_fefa1c62.png,295,697,1985,1308,True
Fail\Loose\251016_140741_A35W_16-1 [16].bmp,f8b99fe69a51ea18c2d7646f9c4029fd,Loose,251016_140741,f8b99fe69a51ea18c2d7646f9c4029fd_v1_fefa1c62.png,203,691,2200,1336,True
Fail\Loose\251016_140741_A35W_17-1 [16].bmp,5ae7de0b5d6a6455fec8e57a112ac77c,Loose,251016_140741,5ae7de0b5d6a6455fec8e57a112ac77c_v1_fefa1c62.png,210,679,2197,1322,True
Fail\Loose\251016_140741_A35W_21-1 [16].bmp,9212a5bea6773fba759bbb838049457d,Loose,251016_140741,9212a5bea6773fba759bbb838049457d_v1_fefa1c62.png,224,685,2215,1335,True
Fail\Loose\251016_140741_A35W_22-1 [16].bmp,0eddcaa93fc1d8b2404ba6ffebec0a8f,Loose,251016_140741,0eddcaa93fc1d8b2404ba6ffebec0a8f_v1_fefa1c62.png,184,688,2316,1341,True
Fail\Loose\251016_140741_A35W_4-3 [262144].bmp,3b24a9bda4b374201a552631d8d484f3,Loose,251016_140741,3b24a9bda4b374201a552631d8d484f3_v1_fefa1c62.png,285,585,2020,1214,True
Fail\Loose\251016_140741_A35W_6-1 [16].bmp,df33fee11ab16c5f09e59a9590a9f292,Loose,251016_140741,df33fee11ab16c5f09e59a9590a9f292_v1_fefa1c62.png,174,666,2269,1321,True
Fail\Loose\251016_145335_A35W_11-1 [1024].bmp,592b79931a2d5dd47a926763674968bd,Loose,251016_145335,592b79931a2d5dd47a926763674968bd_v1_fefa1c62.png,180,677,2312,1324,True
Fail\Loose\251016_145335_A35W_12-1 [16].bmp,fcffc704f33318f15e0051d0843c077e,Loose,251016_145335,fcffc704f33318f15e0051d0843c077e_v1_fefa1c62.png,191,665,2204,1326,True
Fail\Loose\251016_145335_A35W_13-3 [262144].bmp,bc82b1f0dae4455d1cfc10bff0a76536,Loose,251016_145335,bc82b1f0dae4455d1cfc10bff0a76536_v1_fefa1c62.png,291,591,1996,1204,True
Fail\Loose\251016_145335_A35W_6-1 [1024].bmp,8394dd17f8cb4cfdf6fb8d0ba22df9d0,Loose,251016_145335,8394dd17f8cb4cfdf6fb8d0ba22df9d0_v1_fefa1c62.png,168,672,2399,1327,True
Pass\250825_152739_A35W_10-2 [16384].bmp,bfa87cee6e1e9c748b19f4776555bd78,Pass,250825_152739,bfa87cee6e1e9c748b19f4776555bd78_v1_fefa1c62.png,282,676,1977,1300,True
Pass\250825_152739_A35W_11-2 [16].bmp,608c40802e54808a3eb5999ad7a0e4dd,Pass,250825_152739,608c40802e54808a3eb5999ad7a0e4dd_v1_fefa1c62.png,258,676,1969,1297,True
Pass\250825_152739_A35W_12-1 [1024].bmp,3dd75bc46cfd641a7e7b371b01325815,Pass,250825_152739,3dd75bc46cfd641a7e7b371b01325815_v1_fefa1c62.png,183,658,2356,1327,True
Pass\250825_152739_A35W_13-2 [16].bmp,7a56a9ca978dcaa1c511fc87b1f42c09,Pass,250825_152739,7a56a9ca978dcaa1c511fc87b1f42c09_v1_fefa1c62.png,269,690,1938,1295,True
Pass\250825_152739_A35W_18-1 [1024].bmp,29407cfe589367e0c698827a008e7abe,Pass,250825_152739,29407cfe589367e0c698827a008e7abe_v1_fefa1c62.png,202,678,2379,1333,True
Pass\250825_152739_A35W_18-3 [16].bmp,175e49904833ba26f53865eefba37b9a,Pass,250825_152739,175e49904833ba26f53865eefba37b9a_v1_fefa1c62.png,291,596,1996,1251,True
Pass\250825_152739_A35W_2-3 [16].bmp,9603c170e37c6218df544154970a464e,Pass,250825_152739,9603c170e37c6218df544154970a464e_v1_fefa1c62.png,304,583,1965,1226,True
Pass\250825_152739_A35W_3-2 [16384].bmp,25f5127064022d3572757d16e72efbb5,Pass,250825_152739,25f5127064022d3572757d16e72efbb5_v1_fefa1c62.png,276,673,1985,1302,True
Pass\250825_152739_A35W_4-2 [16384].bmp,4b9fa895d0bdce2b2c40d15add52e40f,Pass,250825_152739,4b9fa895d0bdce2b2c40d15add52e40f_v1_fefa1c62.png,276,686,2003,1305,True
Pass\250825_152739_A35W_5-3 [16].bmp,b7e9d92a0135e34e6185b3fadba345b5,Pass,250825_152739,b7e9d92a0135e34e6185b3fadba345b5_v1_fefa1c62.png,277,576,1978,1245,True
Pass\250825_152739_A35W_6-2 [16384].bmp,fbe6436715dffeb1a8ddff14201d9412,Pass,250825_152739,fbe6436715dffeb1a8ddff14201d9412_v1_fefa1c62.png,259,675,1980,1320,True
Pass\250825_152739_A35W_6-3 [16].bmp,34a03ede39a52f7969b719b71a511077,Pass,250825_152739,34a03ede39a52f7969b719b71a511077_v1_fefa1c62.png,278,574,1975,1231,True
Pass\250825_174651_A35W_1-1 [1024].bmp,e536445ca2f7200b6a9ae62a9464ed04,Pass,250825_174651,e536445ca2f7200b6a9ae62a9464ed04_v1_fefa1c62.png,218,665,2209,1315,True
Pass\250825_174651_A35W_1-2 [16384].bmp,78b215d781702dc01e88fb2c92df7bbd,Pass,250825_174651,78b215d781702dc01e88fb2c92df7bbd_v1_fefa1c62.png,291,671,1996,1300,True
Pass\250825_174651_A35W_1-3 [16].bmp,4f3daf28d06cfadb296caeefdb3e3262,Pass,250825_174651,4f3daf28d06cfadb296caeefdb3e3262_v1_fefa1c62.png,298,586,1977,1221,True
Pass\250825_174651_A35W_10-1 [1024].bmp,aa17d82c26778cdcf150d8caaa4c1171,Pass,250825_174651,aa17d82c26778cdcf150d8caaa4c1171_v1_fefa1c62.png,210,666,2199,1319,True
Pass\250825_174651_A35W_10-3 [16].bmp,ca00315708d4bc0ec7631ad903d68117,Pass,250825_174651,ca00315708d4bc0ec7631ad903d68117_v1_fefa1c62.png,287,572,1958,1209,True
Pass\250825_174651_A35W_11-1 [1024].bmp,18d413c6c1fc407f9e2aa07a47c1df16,Pass,250825_174651,18d413c6c1fc407f9e2aa07a47c1df16_v1_fefa1c62.png,214,660,2205,1313,True
Pass\250825_174651_A35W_11-2 [16384].bmp,b64444ce825ba2b9896657e32787db38,Pass,250825_174651,b64444ce825ba2b9896657e32787db38_v1_fefa1c62.png,280,667,2009,1296,True
Pass\250825_174651_A35W_11-3 [16].bmp,cbda4e5e8c0bee9a9838956cb83627da,Pass,250825_174651,cbda4e5e8c0bee9a9838956cb83627da_v1_fefa1c62.png,200,575,2065,1218,True
Pass\250825_174651_A35W_12-1 [1024].bmp,7036d8a8c568a4d41e1727c0b0205fb8,Pass,250825_174651,7036d8a8c568a4d41e1727c0b0205fb8_v1_fefa1c62.png,203,670,2198,1325,True
Pass\250825_174651_A35W_12-3 [16].bmp,30489e835b78f8245754276912f54c78,Pass,250825_174651,30489e835b78f8245754276912f54c78_v1_fefa1c62.png,301,583,2054,1226,True
Pass\250825_174651_A35W_13-1 [1024].bmp,74b56dbbbd6d58b720c1cbc0eaf2d01c,Pass,250825_174651,74b56dbbbd6d58b720c1cbc0eaf2d01c_v1_fefa1c62.png,186,668,2227,1323,True
Pass\250825_174651_A35W_13-2 [16].bmp,e4de65e282cd0f1c71e7815a1ebabc5a,Pass,250825_174651,e4de65e282cd0f1c71e7815a1ebabc5a_v1_fefa1c62.png,231,668,2004,1292,True
Pass\250825_174651_A35W_13-3 [16].bmp,91db67efc575fafcf03e5a62cd2f59fb,Pass,250825_174651,91db67efc575fafcf03e5a62cd2f59fb_v1_fefa1c62.png,252,581,1965,1208,True
Pass\250825_174651_A35W_14-1 [1024].bmp,62d9e6c9e936aba7f04ef6b54623972b,Pass,250825_174651,62d9e6c9e936aba7f04ef6b54623972b_v1_fefa1c62.png,206,688,2229,1341,True
Pass\250825_174651_A35W_14-2 [16384].bmp,6c1c4a784de94c00ae00fb492988fdf8,Pass,250825_174651,6c1c4a784de94c00ae00fb492988fdf8_v1_fefa1c62.png,297,688,1984,1309,True
Pass\250825_174651_A35W_14-3 [16].bmp,50707671dfa52cefc3a8ca29fbda1a97,Pass,250825_174651,50707671dfa52cefc3a8ca29fbda1a97_v1_fefa1c62.png,299,594,1989,1229,True
Pass\250825_174651_A35W_16-2 [16384].bmp,d99cbec173593a25d7939f41858f934f,Pass,250825_174651,d99cbec173593a25d7939f41858f934f_v1_fefa1c62.png,283,704,1986,1325,True
Pass\250825_174651_A35W_16-3 [16].bmp,3540232702ff01b750d2a608c9c5c679,Pass,250825_174651,3540232702ff01b750d2a608c9c5c679_v1_fefa1c62.png,271,607,2128,1234,True
Pass\250825_174651_A35W_17-1 [1024].bmp,f734a54fe9f211b25cddcfbf8547423f,Pass,250825_174651,f734a54fe9f211b25cddcfbf8547423f_v1_fefa1c62.png,198,680,2185,1337,True
Pass\250825_174651_A35W_17-2 [16384].bmp,7dc89865d97db62078cca2486e242853,Pass,250825_174651,7dc89865d97db62078cca2486e242853_v1_fefa1c62.png,290,688,2006,1307,True
Pass\250825_174651_A35W_17-3 [16].bmp,8ff48911f2f5060f8376b1fb857a39e8,Pass,250825_174651,8ff48911f2f5060f8376b1fb857a39e8_v1_fefa1c62.png,265,600,2108,1217,True
Pass\250825_174651_A35W_18-1 [1024].bmp,622797ac8e46df64658e020df3b1e6bf,Pass,250825_174651,622797ac8e46df64658e020df3b1e6bf_v1_fefa1c62.png,193,688,2190,1345,True
Pass\250825_174651_A35W_19-1 [1024].bmp,3caf6de5ade8931a11c7e1bd2d010190,Pass,250825_174651,3caf6de5ade8931a11c7e1bd2d010190_v1_fefa1c62.png,219,677,2202,1340,True
Pass\250825_174651_A35W_19-2 [16384].bmp,0f26497c7bc1c6beedb54d32ba1a6816,Pass,250825_174651,0f26497c7bc1c6beedb54d32ba1a6816_v1_fefa1c62.png,284,696,2000,1315,True
Pass\250825_174651_A35W_19-3 [16].bmp,8aa34474413e32cec5aa1b09005ebe58,Pass,250825_174651,8aa34474413e32cec5aa1b09005ebe58_v1_fefa1c62.png,292,601,2005,1232,True
Pass\250825_174651_A35W_2-2 [16384].bmp,db85179cacf0240ff61691a932f77f47,Pass,250825_174651,db85179cacf0240ff61691a932f77f47_v1_fefa1c62.png,291,673,1981,1304,True
Pass\250825_174651_A35W_20-1 [1024].bmp,b4dae5338a829f5633c719714aa512fb,Pass,250825_174651,b4dae5338a829f5633c719714aa512fb_v1_fefa1c62.png,216,687,2207,1348,True
Pass\250825_174651_A35W_20-2 [16384].bmp,92eb7108ec16093d7cdf09858f04e733,Pass,250825_174651,92eb7108ec16093d7cdf09858f04e733_v1_fefa1c62.png,286,691,2002,1318,True
Pass\250825_174651_A35W_20-3 [16].bmp,491ac2079f5f3190b62dc27811ca6a4e,Pass,250825_174651,491ac2079f5f3190b62dc27811ca6a4e_v1_fefa1c62.png,294,592,2010,1213,True
Pass\250825_174651_A35W_21-1 [1024].bmp,cdc3db9340423f263ed0590baf1297bd,Pass,250825_174651,cdc3db9340423f263ed0590baf1297bd_v1_fefa1c62.png,217,675,2282,1336,True
Pass\250825_174651_A35W_21-2 [16384].bmp,24a008d06c0ba091a2cf878abb32c846,Pass,250825_174651,24a008d06c0ba091a2cf878abb32c846_v1_fefa1c62.png,262,689,2009,1318,True
Pass\250825_174651_A35W_21-3 [16].bmp,389ce9eb9688a6d7492163c8f8db7b16,Pass,250825_174651,389ce9eb9688a6d7492163c8f8db7b16_v1_fefa1c62.png,273,598,1992,1253,True
Pass\250825_174651_A35W_22-1 [1024].bmp,b59fede592becf70322ba7b3c44ffa0d,Pass,250825_174651,b59fede592becf70322ba7b3c44ffa0d_v1_fefa1c62.png,184,683,2311,1346,True
Pass\250825_174651_A35W_22-2 [16384].bmp,bb49cd1d7cf0f7de03d524dc9e79bb6e,Pass,250825_174651,bb49cd1d7cf0f7de03d524dc9e79bb6e_v1_fefa1c62.png,170,692,1987,1329,True
Pass\250825_174651_A35W_22-3 [16].bmp,630ed9005e7675754ab5af4c4837fab5,Pass,250825_174651,630ed9005e7675754ab5af4c4837fab5_v1_fefa1c62.png,272,597,1983,1244,True
Pass\250825_174651_A35W_23-1 [1024].bmp,8e646783fb108f976c1a33814f38230b,Pass,250825_174651,8e646783fb108f976c1a33814f38230b_v1_fefa1c62.png,135,674,2448,1343,True
Pass\250825_174651_A35W_23-2 [16384].bmp,2b15bf414a7ed788253f1e3c2d3dfa17,Pass,250825_174651,2b15bf414a7ed788253f1e3c2d3dfa17_v1_fefa1c62.png,177,693,1968,1324,True
Pass\250825_174651_A35W_23-3 [16].bmp,82d8c2f8dc07b5843ef921760d2c7ee1,Pass,250825_174651,82d8c2f8dc07b5843ef921760d2c7ee1_v1_fefa1c62.png,258,596,1985,1249,True
Pass\250825_174651_A35W_24-1 [1024].bmp,76db57c46d108b05042cf7d750e85a2d,Pass,250825_174651,76db57c46d108b05042cf7d750e85a2d_v1_fefa1c62.png,193,687,2188,1350,True
Pass\250825_174651_A35W_24-2 [16].bmp,14dd6986c54876401b269ec185bafa40,Pass,250825_174651,14dd6986c54876401b269ec185bafa40_v1_fefa1c62.png,254,692,1965,1327,True
Pass\250825_174651_A35W_24-3 [16].bmp,bb25cc5b9ca5e12b2b2f27a3a1e70ca9,Pass,250825_174651,bb25cc5b9ca5e12b2b2f27a3a1e70ca9_v1_fefa1c62.png,249,591,1984,1236,True
Pass\250825_174651_A35W_25-1 [1024].bmp,e7ee6a3565ba4d05724bab5798d869e9,Pass,250825_174651,e7ee6a3565ba4d05724bab5798d869e9_v1_fefa1c62.png,209,683,2222,1344,True
Pass\250825_174651_A35W_25-2 [16384].bmp,563b305b491a3abec16a83aa38116fad,Pass,250825_174651,563b305b491a3abec16a83aa38116fad_v1_fefa1c62.png,180,691,1993,1334,True
Pass\250825_174651_A35W_25-3 [16].bmp,994ecc1dcb8c843ffa59e9bbee53bba8,Pass,250825_174651,994ecc1dcb8c843ffa59e9bbee53bba8_v1_fefa1c62.png,280,603,1996,1246,True
Pass\250825_174651_A35W_26-1 [1024].bmp,ab10a5d90e3e408df0a428dd16ce826d,Pass,250825_174651,ab10a5d90e3e408df0a428dd16ce826d_v1_fefa1c62.png,155,681,2290,1346,True
Pass\250825_174651_A35W_26-2 [16384].bmp,f7ff718fcfcb2543439910ec686d8dba,Pass,250825_174651,f7ff718fcfcb2543439910ec686d8dba_v1_fefa1c62.png,247,692,1982,1331,True
Pass\250825_174651_A35W_26-3 [16].bmp,4af3f957b86a951ac0b24adde56c59fb,Pass,250825_174651,4af3f957b86a951ac0b24adde56c59fb_v1_fefa1c62.png,254,598,1981,1251,True
Pass\250825_174651_A35W_27-1 [1024].bmp,877d69e719e46a1a6acc07c1a3721716,Pass,250825_174651,877d69e719e46a1a6acc07c1a3721716_v1_fefa1c62.png,207,709,2224,1354,True
Pass\250825_174651_A35W_27-3 [16].bmp,8717c1a209690f3f58fec40dc13d509c,Pass,250825_174651,8717c1a209690f3f58fec40dc13d509c_v1_fefa1c62.png,292,611,1985,1261,True
Pass\250825_174651_A35W_28-1 [1024].bmp,d9c667acc80d9396a5b961f3a42716d5,Pass,250825_174651,d9c667acc80d9396a5b961f3a42716d5_v1_fefa1c62.png,220,699,2331,1380,True
Pass\250825_174651_A35W_28-2 [16384].bmp,18a8594275a0eef815c7483a177c39f9,Pass,250825_174651,18a8594275a0eef815c7483a177c39f9_v1_fefa1c62.png,177,715,2036,1362,True
Pass\250825_174651_A35W_28-3 [262144].bmp,c3d13c069d44375176a7d813c280e1ee,Pass,250825_174651,c3d13c069d44375176a7d813c280e1ee_v1_fefa1c62.png,326,626,2023,1265,True
Pass\250825_174651_A35W_29-1 [1024].bmp,a408231357de38e0e66e712e71ff3913,Pass,250825_174651,a408231357de38e0e66e712e71ff3913_v1_fefa1c62.png,225,706,2274,1359,True
Pass\250825_174651_A35W_29-2 [16384].bmp,d453729e39eee5325e08699152a8ca17,Pass,250825_174651,d453729e39eee5325e08699152a8ca17_v1_fefa1c62.png,288,720,2019,1344,True
Pass\250825_174651_A35W_3-2 [16384].bmp,38da7c2394b87c6bffcc1dc503aab200,Pass,250825_174651,38da7c2394b87c6bffcc1dc503aab200_v1_fefa1c62.png,280,674,1975,1311,True
Pass\250825_174651_A35W_3-3 [16].bmp,90dcf61010d23e44dab0c2b3304c38ff,Pass,250825_174651,90dcf61010d23e44dab0c2b3304c38ff_v1_fefa1c62.png,288,590,1981,1229,True
Pass\250825_174651_A35W_30-1 [1024].bmp,7e3e12586acfec4015a9978009e0ca09,Pass,250825_174651,7e3e12586acfec4015a9978009e0ca09_v1_fefa1c62.png,230,704,2237,1361,True
Pass\250825_174651_A35W_30-2 [16384].bmp,72505976f1eeb65a8ab61aaa3fe82e35,Pass,250825_174651,72505976f1eeb65a8ab61aaa3fe82e35_v1_fefa1c62.png,277,717,2019,1348,True
Pass\250825_174651_A35W_30-3 [262144].bmp,c66864c14fcb06b10a6a6b75a1d401d6,Pass,250825_174651,c66864c14fcb06b10a6a6b75a1d401d6_v1_fefa1c62.png,305,624,2006,1277,True
Pass\250825_174651_A35W_31-1 [1024].bmp,7e198a8543cd641bbc4d9a9c79c999ae,Pass,250825_174651,7e198a8543cd641bbc4d9a9c79c999ae_v1_fefa1c62.png,212,707,2235,1357,True
Pass\250825_174651_A35W_31-2 [16384].bmp,38fe35e2f29336ac9560fab81fd97200,Pass,250825_174651,38fe35e2f29336ac9560fab81fd97200_v1_fefa1c62.png,266,709,2135,1336,True
Pass\250825_174651_A35W_31-3 [16].bmp,28025918b02d694670fe79391dc4a9d3,Pass,250825_174651,28025918b02d694670fe79391dc4a9d3_v1_fefa1c62.png,213,611,2000,1254,True
Pass\250825_174651_A35W_32-3 [262144].bmp,884c7e99fca2ec1d06fe085911464371,Pass,250825_174651,884c7e99fca2ec1d06fe085911464371_v1_fefa1c62.png,300,629,1997,1272,True
Pass\250825_174651_A35W_33-3 [16].bmp,1dd6e6f8e2365933ed13901dcd5c9329,Pass,250825_174651,1dd6e6f8e2365933ed13901dcd5c9329_v1_fefa1c62.png,293,613,2028,1244,True
Pass\250825_174651_A35W_34-1 [1024].bmp,8984c41560d642e14988f176eb9f7c9f,Pass,250825_174651,8984c41560d642e14988f176eb9f7c9f_v1_fefa1c62.png,195,704,2384,1361,True
