relpath,filename,class,run,part,shot,code,width,height,hash,ahash,issues,valid,layout
Pass\250825_174651_A35W_11-3 [16].bmp,250825_174651_A35W_11-3 [16].bmp,Pass,250825_174651,11,3,16,2448,2048,cbda4e5e8c0bee9a9838956cb83627da,0000000000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_12-1 [1024].bmp,250825_174651_A35W_12-1 [1024].bmp,Pass,250825_174651,12,1,1024,2448,2048,7036d8a8c568a4d41e1727c0b0205fb8,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_12-3 [16].bmp,250825_174651_A35W_12-3 [16].bmp,Pass,250825_174651,12,3,16,2448,2048,30489e835b78f8245754276912f54c78,0100000000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_13-1 [1024].bmp,250825_174651_A35W_13-1 [1024].bmp,Pass,250825_174651,13,1,1024,2448,2048,74b56dbbbd6d58b720c1cbc0eaf2d01c,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_13-2 [16].bmp,250825_174651_A35W_13-2 [16].bmp,Pass,250825_174651,13,2,16,2448,2048,e4de65e282cd0f1c71e7815a1ebabc5a,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_13-3 [16].bmp,250825_174651_A35W_13-3 [16].bmp,Pass,250825_174651,13,3,16,2448,2048,91db67efc575fafcf03e5a62cd2f59fb,0100000000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_14-1 [1024].bmp,250825_174651_A35W_14-1 [1024].bmp,Pass,250825_174651,14,1,1024,2448,2048,62d9e6c9e936aba7f04ef6b54623972b,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_14-2 [16384].bmp,250825_174651_A35W_14-2 [16384].bmp,Pass,250825_174651,14,2,16384,2448,2048,6c1c4a784de94c00ae00fb492988fdf8,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_14-3 [16].bmp,250825_174651_A35W_14-3 [16].bmp,Pass,250825_174651,14,3,16,2448,2048,50707671dfa52cefc3a8ca29fbda1a97,0000000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_16-2 [16384].bmp,250825_174651_A35W_16-2 [16384].bmp,Pass,250825_174651,16,2,16384,2448,2048,d99cbec173593a25d7939f41858f934f,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_16-3 [16].bmp,250825_174651_A35W_16-3 [16].bmp,Pass,250825_174651,16,3,16,2448,2048,3540232702ff01b750d2a608c9c5c679,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_17-1 [1024].bmp,250825_174651_A35W_17-1 [1024].bmp,Pass,250825_174651,17,1,1024,2448,2048,f734a54fe9f211b25cddcfbf8547423f,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_17-2 [16384].bmp,250825_174651_A35W_17-2 [16384].bmp,Pass,250825_174651,17,2,16384,2448,2048,7dc89865d97db62078cca2486e242853,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_17-3 [16].bmp,250825_174651_A35W_17-3 [16].bmp,Pass,250825_174651,17,3,16,2448,2048,8ff48911f2f5060f8376b1fb857a39e8,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_18-1 [1024].bmp,250825_174651_A35W_18-1 [1024].bmp,Pass,250825_174651,18,1,1024,2448,2048,622797ac8e46df64658e020df3b1e6bf,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_19-1 [1024].bmp,250825_174651_A35W_19-1 [1024].bmp,Pass,250825_174651,19,1,1024,2448,2048,3caf6de5ade8931a11c7e1bd2d010190,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_19-2 [16384].bmp,250825_174651_A35W_19-2 [16384].bmp,Pass,250825_174651,19,2,16384,2448,2048,0f26497c7bc1c6beedb54d32ba1a6816,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_19-3 [16].bmp,250825_174651_A35W_19-3 [16].bmp,Pass,250825_174651,19,3,16,2448,2048,8aa34474413e32cec5aa1b09005ebe58,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_2-2 [16384].bmp,250825_174651_A35W_2-2 [16384].bmp,Pass,250825_174651,2,2,16384,2448,2048,db85179cacf0240ff61691a932f77f47,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_20-1 [1024].bmp,250825_174651_A35W_20-1 [1024].bmp,Pass,250825_174651,20,1,1024,2448,2048,b4dae5338a829f5633c719714aa512fb,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_20-2 [16384].bmp,250825_174651_A35W_20-2 [16384].bmp,Pass,250825_174651,20,2,16384,2448,2048,92eb7108ec16093d7cdf09858f04e733,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_20-3 [16].bmp,250825_174651_A35W_20-3 [16].bmp,Pass,250825_174651,20,3,16,2448,2048,491ac2079f5f3190b62dc27811ca6a4e,0111100000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_21-1 [1024].bmp,250825_174651_A35W_21-1 [1024].bmp,Pass,250825_174651,21,1,1024,2448,2048,cdc3db9340423f263ed0590baf1297bd,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_21-2 [16384].bmp,250825_174651_A35W_21-2 [16384].bmp,Pass,250825_174651,21,2,16384,2448,2048,24a008d06c0ba091a2cf878abb32c846,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_21-3 [16].bmp,250825_174651_A35W_21-3 [16].bmp,Pass,250825_174651,21,3,16,2448,2048,389ce9eb9688a6d7492163c8f8db7b16,0100000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_22-1 [1024].bmp,250825_174651_A35W_22-1 [1024].bmp,Pass,250825_174651,22,1,1024,2448,2048,b59fede592becf70322ba7b3c44ffa0d,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_22-2 [16384].bmp,250825_174651_A35W_22-2 [16384].bmp,Pass,250825_174651,22,2,16384,2448,2048,bb49cd1d7cf0f7de03d524dc9e79bb6e,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_22-3 [16].bmp,250825_174651_A35W_22-3 [16].bmp,Pass,250825_174651,22,3,16,2448,2048,630ed9005e7675754ab5af4c4837fab5,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_23-1 [1024].bmp,250825_174651_A35W_23-1 [1024].bmp,Pass,250825_174651,23,1,1024,2448,2048,8e646783fb108f976c1a33814f38230b,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_23-2 [16384].bmp,250825_174651_A35W_23-2 [16384].bmp,Pass,250825_174651,23,2,16384,2448,2048,2b15bf414a7ed788253f1e3c2d3dfa17,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_23-3 [16].bmp,250825_174651_A35W_23-3 [16].bmp,Pass,250825_174651,23,3,16,2448,2048,82d8c2f8dc07b5843ef921760d2c7ee1,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_24-1 [1024].bmp,250825_174651_A35W_24-1 [1024].bmp,Pass,250825_174651,24,1,1024,2448,2048,76db57c46d108b05042cf7d750e85a2d,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_24-2 [16].bmp,250825_174651_A35W_24-2 [16].bmp,Pass,250825_174651,24,2,16,2448,2048,14dd6986c54876401b269ec185bafa40,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_24-3 [16].bmp,250825_174651_A35W_24-3 [16].bmp,Pass,250825_174651,24,3,16,2448,2048,bb25cc5b9ca5e12b2b2f27a3a1e70ca9,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_25-1 [1024].bmp,250825_174651_A35W_25-1 [1024].bmp,Pass,250825_174651,25,1,1024,2448,2048,e7ee6a3565ba4d05724bab5798d869e9,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_25-2 [16384].bmp,250825_174651_A35W_25-2 [16384].bmp,Pass,250825_174651,25,2,16384,2448,2048,563b305b491a3abec16a83aa38116fad,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_25-3 [16].bmp,250825_174651_A35W_25-3 [16].bmp,Pass,250825_174651,25,3,16,2448,2048,994ecc1dcb8c843ffa59e9bbee53bba8,0111100000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_26-1 [1024].bmp,250825_174651_A35W_26-1 [1024].bmp,Pass,250825_174651,26,1,1024,2448,2048,ab10a5d90e3e408df0a428dd16ce826d,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_26-2 [16384].bmp,250825_174651_A35W_26-2 [16384].bmp,Pass,250825_174651,26,2,16384,2448,2048,f7ff718fcfcb2543439910ec686d8dba,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_26-3 [16].bmp,250825_174651_A35W_26-3 [16].bmp,Pass,250825_174651,26,3,16,2448,2048,4af3f957b86a951ac0b24adde56c59fb,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_27-1 [1024].bmp,250825_174651_A35W_27-1 [1024].bmp,Pass,250825_174651,27,1,1024,2448,2048,877d69e719e46a1a6acc07c1a3721716,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_27-3 [16].bmp,250825_174651_A35W_27-3 [16].bmp,Pass,250825_174651,27,3,16,2448,2048,8717c1a209690f3f58fec40dc13d509c,0000000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_28-1 [1024].bmp,250825_174651_A35W_28-1 [1024].bmp,Pass,250825_174651,28,1,1024,2448,2048,d9c667acc80d9396a5b961f3a42716d5,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_28-2 [16384].bmp,250825_174651_A35W_28-2 [16384].bmp,Pass,250825_174651,28,2,16384,2448,2048,18a8594275a0eef815c7483a177c39f9,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_28-3 [262144].bmp,250825_174651_A35W_28-3 [262144].bmp,Pass,250825_174651,28,3,262144,2448,2048,c3d13c069d44375176a7d813c280e1ee,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_29-1 [1024].bmp,250825_174651_A35W_29-1 [1024].bmp,Pass,250825_174651,29,1,1024,2448,2048,a408231357de38e0e66e712e71ff3913,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_29-2 [16384].bmp,250825_174651_A35W_29-2 [16384].bmp,Pass,250825_174651,29,2,16384,2448,2048,d453729e39eee5325e08699152a8ca17,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_3-2 [16384].bmp,250825_174651_A35W_3-2 [16384].bmp,Pass,250825_174651,3,2,16384,2448,2048,38da7c2394b87c6bffcc1dc503aab200,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_3-3 [16].bmp,250825_174651_A35W_3-3 [16].bmp,Pass,250825_174651,3,3,16,2448,2048,90dcf61010d23e44dab0c2b3304c38ff,0100000000000000010000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_30-1 [1024].bmp,250825_174651_A35W_30-1 [1024].bmp,Pass,250825_174651,30,1,1024,2448,2048,7e3e12586acfec4015a9978009e0ca09,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_30-2 [16384].bmp,250825_174651_A35W_30-2 [16384].bmp,Pass,250825_174651,30,2,16384,2448,2048,72505976f1eeb65a8ab61aaa3fe82e35,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_30-3 [262144].bmp,250825_174651_A35W_30-3 [262144].bmp,Pass,250825_174651,30,3,262144,2448,2048,c66864c14fcb06b10a6a6b75a1d401d6,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_31-1 [1024].bmp,250825_174651_A35W_31-1 [1024].bmp,Pass,250825_174651,31,1,1024,2448,2048,7e198a8543cd641bbc4d9a9c79c999ae,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_31-2 [16384].bmp,250825_174651_A35W_31-2 [16384].bmp,Pass,250825_174651,31,2,16384,2448,2048,38fe35e2f29336ac9560fab81fd97200,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_31-3 [16].bmp,250825_174651_A35W_31-3 [16].bmp,Pass,250825_174651,31,3,16,2448,2048,28025918b02d694670fe79391dc4a9d3,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_32-3 [262144].bmp,250825_174651_A35W_32-3 [262144].bmp,Pass,250825_174651,32,3,262144,2448,2048,884c7e99fca2ec1d06fe085911464371,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_33-3 [16].bmp,250825_174651_A35W_33-3 [16].bmp,Pass,250825_174651,33,3,16,2448,2048,1dd6e6f8e2365933ed13901dcd5c9329,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_34-1 [1024].bmp,250825_174651_A35W_34-1 [1024].bmp,Pass,250825_174651,34,1,1024,2448,2048,8984c41560d642e14988f176eb9f7c9f,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_35-1 [1024].bmp,250825_174651_A35W_35-1 [1024].bmp,Pass,250825_174651,35,1,1024,2448,2048,d5d0740dbafcbb308fa7284bc5f76fd5,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_35-3 [16].bmp,250825_174651_A35W_35-3 [16].bmp,Pass,250825_174651,35,3,16,2448,2048,b22691d556a40eeae27851ab974d4cae,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_36-1 [1024].bmp,250825_174651_A35W_36-1 [1024].bmp,Pass,250825_174651,36,1,1024,2448,2048,70932e7612a4778fa2cb6b2d61d63a63,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_36-2 [16384].bmp,250825_174651_A35W_36-2 [16384].bmp,Pass,250825_174651,36,2,16384,2448,2048,3e49061b7ab6bc869ee2ce788f6e96ea,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_36-3 [262144].bmp,250825_174651_A35W_36-3 [262144].bmp,Pass,250825_174651,36,3,262144,2448,2048,17dda1fc51e60e7c737921a5097f0db8,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_37-1 [1024].bmp,250825_174651_A35W_37-1 [1024].bmp,Pass,250825_174651,37,1,1024,2448,2048,9770f1fe47ce21669a8ee4537cd53908,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_37-2 [16384].bmp,250825_174651_A35W_37-2 [16384].bmp,Pass,250825_174651,37,2,16384,2448,2048,0e2b02fe788ffa048361982ad0cf67a7,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_37-3 [262144].bmp,250825_174651_A35W_37-3 [262144].bmp,Pass,250825_174651,37,3,262144,2448,2048,711f2e6abe5ddd9f09408107a4a2d2ac,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_38-1 [1024].bmp,250825_174651_A35W_38-1 [1024].bmp,Pass,250825_174651,38,1,1024,2448,2048,49117dc02b03dc139b0f6f1d8a63edc3,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_38-2 [16384].bmp,250825_174651_A35W_38-2 [16384].bmp,Pass,250825_174651,38,2,16384,2448,2048,3df6811897adf85e844cf36a137e7de9,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_38-3 [262144].bmp,250825_174651_A35W_38-3 [262144].bmp,Pass,250825_174651,38,3,262144,2448,2048,05433cb5eb4506d41890adff9b219720,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_39-1 [1024].bmp,250825_174651_A35W_39-1 [1024].bmp,Pass,250825_174651,39,1,1024,2448,2048,3e50bee1f73ec050f78b13a82eed15bd,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_39-2 [16384].bmp,250825_174651_A35W_39-2 [16384].bmp,Pass,250825_174651,39,2,16384,2448,2048,ba7701d60667a7de5b94fe27372c8d6c,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_39-3 [262144].bmp,250825_174651_A35W_39-3 [262144].bmp,Pass,250825_174651,39,3,262144,2448,2048,76989c02f61fd0a7e8b706fd9b2c423f,0111111000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_4-1 [1024].bmp,250825_174651_A35W_4-1 [1024].bmp,Pass,250825_174651,4,1,1024,2448,2048,f6a432ac77bf289f17a2cef7aaed1328,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_4-2 [16384].bmp,250825_174651_A35W_4-2 [16384].bmp,Pass,250825_174651,4,2,16384,2448,2048,53daefb1e11d8bec4b43fc7267c390d8,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_4-3 [16].bmp,250825_174651_A35W_4-3 [16].bmp,Pass,250825_174651,4,3,16,2448,2048,611010d337a60c2a4cc95b73a4f32dbd,0111000000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_5-1 [1024].bmp,250825_174651_A35W_5-1 [1024].bmp,Pass,250825_174651,5,1,1024,2448,2048,bad782f04d9c14d20aa5234003c67022,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_5-3 [16].bmp,250825_174651_A35W_5-3 [16].bmp,Pass,250825_174651,5,3,16,2448,2048,3fc4e8298481c18fac0f9b6f816cf8c0,0100000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_6-1 [1024].bmp,250825_174651_A35W_6-1 [1024].bmp,Pass,250825_174651,6,1,1024,2448,2048,bf8b4c7997ab61b8b6c354aee3f90174,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_6-2 [16384].bmp,250825_174651_A35W_6-2 [16384].bmp,Pass,250825_174651,6,2,16384,2448,2048,b84506434b00c52a139e989e34387e5d,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_6-3 [16].bmp,250825_174651_A35W_6-3 [16].bmp,Pass,250825_174651,6,3,16,2448,2048,5f0b19c0aa502c14d79aff2202126457,0111100000000000010000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_7-1 [1024].bmp,250825_174651_A35W_7-1 [1024].bmp,Pass,250825_174651,7,1,1024,2448,2048,b51b562ea8f9df10156e89aca98ab155,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_7-2 [16384].bmp,250825_174651_A35W_7-2 [16384].bmp,Pass,250825_174651,7,2,16384,2448,2048,4cbf1b5eab747eec34bc53fa8d13884a,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_7-3 [16].bmp,250825_174651_A35W_7-3 [16].bmp,Pass,250825_174651,7,3,16,2448,2048,66d725b15244aa1f007e29febc5eb1d0,0110000000000000011110001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_8-1 [1024].bmp,250825_174651_A35W_8-1 [1024].bmp,Pass,250825_174651,8,1,1024,2448,2048,b7bc18a489cb70724294f4bea1d4932f,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_8-2 [16384].bmp,250825_174651_A35W_8-2 [16384].bmp,Pass,250825_174651,8,2,16384,2448,2048,7124d55209c05b6c991db0f0b6a27200,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_8-3 [16].bmp,250825_174651_A35W_8-3 [16].bmp,Pass,250825_174651,8,3,16,2448,2048,2d0f53e8a082a1cefccc3ab2932a7dc0,0100000000000000010000001111111011111110011111100000000000000000,,True,L0
Pass\250825_174651_A35W_9-1 [1024].bmp,250825_174651_A35W_9-1 [1024].bmp,Pass,250825_174651,9,1,1024,2448,2048,83c4ad708163d3aea5725a938380612f,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_9-2 [16384].bmp,250825_174651_A35W_9-2 [16384].bmp,Pass,250825_174651,9,2,16384,2448,2048,f55a94f2edd07be9b0394e5b7b0f5efe,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250825_174651_A35W_9-3 [16].bmp,250825_174651_A35W_9-3 [16].bmp,Pass,250825_174651,9,3,16,2448,2048,c1c0c1eecc08a5464d8b532eb96a5d11,0110000000000000011000001111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_1-1 [1024].bmp,250907_151900_A35W_1-1 [1024].bmp,Pass,250907_151900,1,1,1024,2448,2048,f5549d4be53a52a087670b7dd0e853c4,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_1-2 [16384].bmp,250907_151900_A35W_1-2 [16384].bmp,Pass,250907_151900,1,2,16384,2448,2048,bd5db12396d08789dcfb972537489e70,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_1-3 [16].bmp,250907_151900_A35W_1-3 [16].bmp,Pass,250907_151900,1,3,16,2448,2048,916493907e80a2152cf30d941b1533e1,0000000000000000011110001111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_10-1 [1024].bmp,250907_151900_A35W_10-1 [1024].bmp,Pass,250907_151900,10,1,1024,2448,2048,4dc91e7e8ea29c0d4067b50e95b4196e,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_10-2 [16384].bmp,250907_151900_A35W_10-2 [16384].bmp,Pass,250907_151900,10,2,16384,2448,2048,8d2ec50c6bd263eac703c062d8d3ea1f,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_10-3 [16].bmp,250907_151900_A35W_10-3 [16].bmp,Pass,250907_151900,10,3,16,2448,2048,17b34423c8c553248dff1bea40043fd5,0100000000000000011010101111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_11-1 [1024].bmp,250907_151900_A35W_11-1 [1024].bmp,Pass,250907_151900,11,1,1024,2448,2048,c09c49bd9b8cc3a9a1813199f0a51da8,0000000000000000000000000111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_11-2 [16].bmp,250907_151900_A35W_11-2 [16].bmp,Pass,250907_151900,11,2,16,2448,2048,54893fb0f346df2b78e4483b38bea3cc,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_11-3 [16].bmp,250907_151900_A35W_11-3 [16].bmp,Pass,250907_151900,11,3,16,2448,2048,a0c3baccc81ad3ef75dc37098a5f1b05,0100000000000000010000101111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_12-2 [16].bmp,250907_151900_A35W_12-2 [16].bmp,Pass,250907_151900,12,2,16,2448,2048,7f607f533ad7feb386e3a212c5b5c352,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_12-3 [16].bmp,250907_151900_A35W_12-3 [16].bmp,Pass,250907_151900,12,3,16,2448,2048,f92489d940201e25b78f4366cb519294,0110000000000000010000001111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_13-2 [16].bmp,250907_151900_A35W_13-2 [16].bmp,Pass,250907_151900,13,2,16,2448,2048,add97605b601432bca416e774c7cd4e0,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_14-2 [16384].bmp,250907_151900_A35W_14-2 [16384].bmp,Pass,250907_151900,14,2,16384,2448,2048,8389775f8dc1f89c1ebe3daf14da5216,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_15-1 [1024].bmp,250907_151900_A35W_15-1 [1024].bmp,Pass,250907_151900,15,1,1024,2448,2048,8e884fa1c21248d69122d63737faccfa,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_15-2 [16384].bmp,250907_151900_A35W_15-2 [16384].bmp,Pass,250907_151900,15,2,16384,2448,2048,f53d6cf5cc9905a0403a371e4120e7e0,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_16-1 [1024].bmp,250907_151900_A35W_16-1 [1024].bmp,Pass,250907_151900,16,1,1024,2448,2048,8d6960a59c5f72cf4bc2f05e7154f152,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_16-2 [16384].bmp,250907_151900_A35W_16-2 [16384].bmp,Pass,250907_151900,16,2,16384,2448,2048,fe606abeb6b4b58b96a6679974df3146,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_17-2 [16384].bmp,250907_151900_A35W_17-2 [16384].bmp,Pass,250907_151900,17,2,16384,2448,2048,ba669dedddb0e2781b6439cfef65b9b9,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_17-3 [16].bmp,250907_151900_A35W_17-3 [16].bmp,Pass,250907_151900,17,3,16,2448,2048,0228124cea1bd1d6f16474f583ffa145,0111000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_18-2 [16384].bmp,250907_151900_A35W_18-2 [16384].bmp,Pass,250907_151900,18,2,16384,2448,2048,12d3df91718f17a9ab4028b91dd5f9ac,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_18-3 [16].bmp,250907_151900_A35W_18-3 [16].bmp,Pass,250907_151900,18,3,16,2448,2048,dab5614cde0f8e70ac4bb23ec4225563,0111000000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_19-1 [1024].bmp,250907_151900_A35W_19-1 [1024].bmp,Pass,250907_151900,19,1,1024,2448,2048,ba573b15d65224484558cf6abe2e6447,0000000000000000000000000111111101111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_19-2 [16384].bmp,250907_151900_A35W_19-2 [16384].bmp,Pass,250907_151900,19,2,16384,2448,2048,51a26008dc389e7fc289f3974ddc2a80,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_19-3 [16].bmp,250907_151900_A35W_19-3 [16].bmp,Pass,250907_151900,19,3,16,2448,2048,f423fa72700d6f006ee9c5742c0ab0fa,0111110000000000000000001111111011111110011111100000000000000000,,True,L0
Pass\250907_151900_A35W_2-2 [16384].bmp,250907_151900_A35W_2-2 [16384].bmp,Pass,250907_151900,2,2,16384,2448,2048,7e82611f3ebfc8b0f1dfbed3708469eb,0000000000000000000000001111111111111111000000000000000000000000,,True,L0
Pass\250907_151900_A35W_2-3 [16].bmp,250907_151900_A35W_2-3 [16].bmp,Pass,250907_151900,2,3,16,2448,2048,73eb90860460f862d8d57ea1a56628f5,0000000000000000011000001111111011111110011111100000000000000000,,True,L0
